-1.0000000000000000e+01+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,-5.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i
0.0000000000000000e+00+0.0000000000000000e+00i,-6.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,-3.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i
0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,-6.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,-3.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i
0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,-2.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,-1.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i
0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,-6.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,-3.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i
0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,-2.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,-1.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i
0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,-2.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,-1.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i
0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,2.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,1.0000000000000000e+00+0.0000000000000000e+00i
-5.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i
0.0000000000000000e+00+0.0000000000000000e+00i,-3.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i,0.0000000000000000e+00+0.0000000000000000e+00i
